input	target	source_rule	freq	edit_count	seed	freq_bucket
cfocarrero	chocarrero	historical	0.0	1	42	0
polsémico	polisémico	typo	0.0	1	42	2
rompjeron	rompieron	historical	5.5e-06	1	42	4
blancof	blancos	ocr_confusion	3.16e-05	1	42	4
esttos	estos	typo	0.000589	1	42	4
toniña	tonina	ocr_confusion	0.0	1	42	1
creímos	creímos	identity	1.17e-06	0	42	3
pictüres	pictures	ocr_confusion	1.15e-06	1	42	3
águla	águila	typo	7.59e-06	1	42	4
mimbrerál	mimbreral	ocr_confusion	0.0	1	42	0
feracjdad	feracidad	historical	0.0	1	42	0
goncé	gonce	ocr_confusion	0.0	1	42	0
darlee	darle	typo	9.55e-05	1	42	4
pedielo	pedicelo	typo	0.0	1	42	0
falté	falte	ocr_confusion	4.17e-06	1	42	4
eqúivocárse	equivocarse	ocr_confusion	2.09e-06	2	42	3
cólinabo	colinabo	ocr_confusion	0.0	1	42	0
eñcuéntro	encuentro	ocr_confusion	9.77e-05	2	42	4
jacé	jace	ocr_confusion	6.46e-07	1	42	2
sisádor	sisador	ocr_confusion	0.0	1	42	0
defras	detras	ocr_confusion	4.9e-06	1	42	4
arnaguren	aranguren	typo	1.38e-06	2	42	3
dystracción	distracción	historical	3.72e-06	1	42	4
antimnonita	antimonita	typo	0.0	1	42	1
deuerio	deuterio	typo	0.0	1	42	0
hspanismo	hispanismo	typo	0.0	1	42	1
expiofa	explota	ocr_confusion	5.62e-06	2	42	4
solánáceo	solanáceo	ocr_confusion	0.0	1	42	2
portablc	portable	ocr_confusion	6.03e-07	1	42	2
vcillar	villar	typo	3.89e-06	1	42	4
dcelros	deciros	ocr_confusion	2.04e-06	3	42	3
teerle	leerte	ocr_confusion	1.51e-06	2	42	3
ejercitante	ejercitante	identity	0.0	0	42	1
transformación	transformación	identity	2.19e-05	0	42	4
alcaicoo	alcaico	typo	0.0	1	42	0
audcaia	audacia	typo	2.09e-06	2	42	3
pilllar	pillar	typo	2.82e-06	1	42	3
verne	verne	identity	1.1e-06	0	42	3
recentár	recentar	ocr_confusion	0.0	1	42	0
ençimar	encimar	historical	0.0	1	42	0
ajoñjero	ajonjero	ocr_confusion	0.0	1	42	1
reoífe	recife	ocr_confusion	6.76e-07	2	42	2
prominenté	prominente	ocr_confusion	3.8e-06	1	42	4
manáda	manada	ocr_confusion	4.68e-06	1	42	4
estrechamente	estrechamente	identity	5.5e-06	0	42	4
fuenral	funeral	typo	1.12e-05	2	42	4
reidían	residían	typo	6.03e-07	1	42	2
edulicio	edilicio	typo	0.0	1	42	0
prcsurosameñte	presurosamente	ocr_confusion	0.0	2	42	2
ñublar	nublar	ocr_confusion	0.0	1	42	0
anacolutó	anacoluto	ocr_confusion	0.0	1	42	1
áxiómático	axiomático	ocr_confusion	0.0	2	42	1
meneador	meneador	identity	0.0	0	42	2
cauidades	cavidades	historical	1.29e-06	1	42	3
indomabilidaad	indomabilidad	typo	0.0	1	42	1
tortuurador	torturador	typo	6.03e-07	1	42	2
cangremos	cangrejos	typo	1.74e-06	1	42	3
guadañaa	guadaña	typo	0.0	1	42	0
acten	actúen	typo	2.29e-06	1	42	3
conversan	conversan	identity	5.89e-07	0	42	2
caicicosis	calcicosis	ocr_confusion	0.0	1	42	1
experimeñte	experimente	ocr_confusion	6.31e-07	1	42	2
glgantéo	giganteo	ocr_confusion	0.0	2	42	1
jugad	jugad	identity	0.0	0	42	1
revereñtemcnte	reverentemente	ocr_confusion	0.0	2	42	0
delegatori	delegatorio	typo	0.0	1	42	0
cargadrea	cargadera	typo	0.0	2	42	1
perversof	perversos	ocr_confusion	1.2e-06	1	42	3
diminutameñté	diminutamente	ocr_confusion	0.0	2	42	0
séxy	sexy	ocr_confusion	1.58e-05	1	42	4
afalaagr	afalagar	typo	0.0	2	42	1
posed	poses	typo	1.15e-06	1	42	3
afogárar	afogarar	ocr_confusion	0.0	1	42	1
oabos	cabos	ocr_confusion	3.8e-06	1	42	4
dawsson	dawson	typo	1.48e-06	1	42	3
vjcepresidenta	vicepresidenta	historical	3.63e-06	1	42	4
oorpiño	corpiño	ocr_confusion	9.55e-07	1	42	3
cacerreño	cacereño	typo	0.0	1	42	1
eguilibrar	equilibrar	historical	2.57e-06	1	42	3
asiennte	asiente	typo	1.26e-06	1	42	3
ahganistán	afganistán	historical	8.91e-06	1	42	4
torneadura	torneadura	identity	0.0	0	42	1
dormienle	dormiente	ocr_confusion	0.0	1	42	1
miñt	mint	ocr_confusion	8.91e-07	1	42	2
siendoo	siendo	typo	0.000282	1	42	4
dévotámentc	devotamente	ocr_confusion	0.0	3	42	1
asüme	asume	ocr_confusion	1.23e-05	1	42	4
mloinete	molinete	typo	0.0	2	42	0
cchinga	chinga	typo	2e-06	1	42	3
salacót	salacot	ocr_confusion	0.0	1	42	0
pllay	play	typo	1.7e-05	1	42	4
ferrino	terrino	ocr_confusion	0.0	1	42	1
éngarnió	engarnio	ocr_confusion	0.0	2	42	1
fruequc	trueque	ocr_confusion	1.58e-06	2	42	3
rosendo	rosendo	identity	1.05e-06	0	42	3
enrtegarles	entregarles	typo	5.89e-07	2	42	2
grupuscular	grupuscular	identity	0.0	0	42	0
hortalecer	fortalecer	historical	1.32e-05	1	42	4
mmoros	moros	typo	3.47e-06	1	42	4
edplanar	explanar	typo	0.0	1	42	0
blfe	bife	ocr_confusion	6.46e-07	1	42	2
remeçer	remecer	historical	0.0	1	42	1
zorongo	zorongo	identity	0.0	0	42	1
convicciones	convicciones	identity	4.27e-06	0	42	4
cscorredcro	escorredero	ocr_confusion	0.0	2	42	0
stephanic	stephanie	ocr_confusion	2.04e-06	1	42	3
considerablñes	considerables	typo	2.82e-06	1	42	3
táles	tales	ocr_confusion	7.24e-05	1	42	4
fisgadór	fisgador	ocr_confusion	0.0	1	42	1
datad	datar	typo	0.0	1	42	0
domáble	domable	ocr_confusion	0.0	1	42	0
multicooista	multicopista	typo	0.0	1	42	1
propiós	propios	ocr_confusion	7.24e-05	1	42	4
príslino	prístino	ocr_confusion	0.0	1	42	0
romanoisla	romancista	ocr_confusion	0.0	2	42	1
páreciendo	pareciendo	ocr_confusion	2.09e-06	1	42	3
monladero	montadero	ocr_confusion	0.0	1	42	1
pércalina	percalina	ocr_confusion	0.0	1	42	0
decapitado	decapitado	identity	1.15e-06	0	42	3
salggo	salgo	typo	1.45e-05	1	42	4
senatoriál	senatorial	ocr_confusion	0.0	1	42	1
sañterá	santera	ocr_confusion	0.0	2	42	0
esfrenado	estrenado	ocr_confusion	1.91e-06	1	42	3
móhammad	mohammad	ocr_confusion	1.07e-06	1	42	3
anpelo	napelo	typo	0.0	2	42	1
solemnidád	solemnidad	ocr_confusion	1.2e-06	1	42	3
momiñg	morning	ocr_confusion	2.34e-06	3	42	3
ddehesar	dehesar	typo	0.0	1	42	1
maletá	maleta	ocr_confusion	6.31e-06	1	42	4
víncvlos	vínculos	historical	1.07e-05	1	42	4
estduiara	estudiara	typo	5.62e-07	2	42	2
comprometerfe	comprometerse	ocr_confusion	2.51e-06	1	42	3
oblénérto	obtenerlo	ocr_confusion	1.02e-06	4	42	3
señtirme	sentirme	ocr_confusion	7.59e-06	1	42	4
accorazada	acorazada	typo	0.0	1	42	1
chaldt	chalet	typo	2.09e-06	1	42	3
anarquista	anarquista	identity	3.72e-06	0	42	4
guede	quede	historical	4.47e-05	1	42	4
rafeaar	rafear	typo	0.0	1	42	0
marcélino	marcelino	ocr_confusion	2.4e-06	1	42	3
presionaron	presionaron	identity	6.17e-07	0	42	2
sqrilla	sarilla	typo	0.0	1	42	0
reclamacioens	reclamaciones	typo	4.47e-06	2	42	4
hipocorítico	hipocorístico	typo	0.0	1	42	0
poseído	poseído	identity	2e-06	0	42	3
aula	aula	identity	8.91e-06	0	42	4
páesz	páez	typo	3.02e-06	1	42	4
meljácea	meliácea	historical	0.0	1	42	0
replanhtear	replantear	typo	9.12e-07	1	42	2
siñcerador	sincerador	ocr_confusion	0.0	1	42	1
ómnívoro	omnívoro	ocr_confusion	0.0	1	42	1
mirá	mira	ocr_confusion	0.000155	1	42	4
abinas	cabinas	typo	1.78e-06	1	42	3
prolíhica	prolífica	historical	6.92e-07	1	42	2
jacer	jacer	identity	0.0	0	42	0
córsclele	corselete	ocr_confusion	0.0	3	42	0
convuldión	convulsión	typo	6.61e-07	1	42	2
hondyjo	hondijo	historical	0.0	1	42	2
economic	economic	identity	2.29e-06	0	42	3
fsnta	fanta	typo	1.29e-06	1	42	3
marcfamar	marchamar	historical	0.0	1	42	0
désmenlir	desmentir	ocr_confusion	1.55e-06	2	42	3
parecers	pareces	typo	6.61e-06	1	42	4
dogmátiea	dogmática	ocr_confusion	8.13e-07	1	42	2
prcsurosameñte	presurosamente	ocr_confusion	0.0	2	42	1
tallecer	tallecer	identity	0.0	0	42	1
carilnido	carilindo	typo	0.0	2	42	0
interactúan	interactúan	identity	1.45e-06	0	42	3
usucapidos	usucapidos	identity	0.0	0	42	0
malqujstar	malquistar	historical	0.0	1	42	2
retroceos	retrocesos	typo	6.61e-07	1	42	2
barrell	barrett	ocr_confusion	1.1e-06	2	42	3
saenero	faenero	ocr_confusion	0.0	1	42	2
accéde	accede	ocr_confusion	5.13e-06	1	42	4
bielorrufo	bielorruso	ocr_confusion	8.91e-07	1	42	2
ñogrará	logrará	typo	2.95e-06	1	42	4
ggasa	gasa	typo	1.1e-06	1	42	3
tacnó	tacón	typo	1.41e-06	2	42	3
hérócs	héroes	ocr_confusion	2.09e-05	2	42	4
qvejo	quejo	historical	3.24e-06	1	42	4
eñterada	enterada	ocr_confusion	8.91e-07	1	42	2
dentzuelo	dentezuelo	typo	0.0	1	42	1
oompletitud	completitud	ocr_confusion	0.0	1	42	1
jooj	joon	typo	1.05e-06	1	42	3
potiurctano	poliuretano	ocr_confusion	0.0	2	42	2
mazmodina	mazmodina	identity	0.0	0	42	0
crupcioñes	erupciones	ocr_confusion	1.51e-06	2	42	3
sharma	sharma	identity	6.31e-07	0	42	2
facjes	facies	historical	0.0	1	42	0
bycis	bicis	historical	1.51e-06	1	42	3
enfiteuticario	enfiteuticario	identity	0.0	0	42	1
aguachirlc	aguachirle	ocr_confusion	0.0	1	42	0
luiz	luiz	identity	2.04e-06	0	42	3
tanaka	tanaka	identity	1.51e-06	0	42	3
baatanar	abatanar	typo	0.0	2	42	1
femeslres	semestres	ocr_confusion	1.15e-06	2	42	3
cvartago	cuartago	historical	0.0	1	42	0
entretjempo	entretiempo	historical	5.89e-07	1	42	2
limited	limited	identity	2.14e-06	0	42	3
pano	plano	typo	3.47e-05	1	42	4
sistemálica	sistemática	ocr_confusion	7.41e-06	1	42	4
rakham	arkham	typo	7.24e-07	2	42	2
aromar	aromar	identity	0.0	0	42	1
réspiras	respiras	ocr_confusion	7.24e-07	1	42	2
sobarr	sobar	typo	0.0	1	42	2
pansiddo	pansido	typo	0.0	1	42	0
sseto	seto	typo	0.0	1	42	1
reño	reno	ocr_confusion	1.66e-06	1	42	3
dombcnitense	dombenitense	ocr_confusion	0.0	1	42	1
tat	tato	typo	1.29e-06	1	42	3
entornar	entornar	identity	0.0	0	42	1
gurullo	gurullo	identity	0.0	0	42	2
sanchéz	sanchez	ocr_confusion	6.31e-06	1	42	4
reitradas	retiradas	typo	1.32e-06	2	42	3
éncepádura	encepadura	ocr_confusion	0.0	2	42	1
contaminádor	contaminador	ocr_confusion	0.0	1	42	0
hormados	formados	historical	5.75e-06	1	42	4
denominó	denominó	identity	2.04e-06	0	42	3
ginér	giner	ocr_confusion	6.92e-07	1	42	2
coceador	coceador	identity	0.0	0	42	2
asaineteár	asainetear	ocr_confusion	0.0	1	42	2
lriacal	triacal	ocr_confusion	0.0	1	42	1
aseelar	aselar	typo	0.0	1	42	0
orfebre	orfebre	identity	0.0	0	42	1
amorliguador	amortiguador	ocr_confusion	5.62e-07	1	42	2
afondar	atondar	ocr_confusion	0.0	1	42	1
añoplúro	anopluro	ocr_confusion	0.0	2	42	0
vírolento	virolento	ocr_confusion	0.0	1	42	1
lezdero	lezdero	identity	0.0	0	42	1
reñunciaría	renunciaría	ocr_confusion	5.5e-07	1	42	2
multiusós	multiusos	ocr_confusion	5.5e-07	1	42	2
faltarél	saltarel	ocr_confusion	0.0	2	42	1
resoñverlo	resolverlo	typo	2.09e-06	1	42	3
çharlatanería	charlatanería	historical	0.0	1	42	0
flaula	flauta	ocr_confusion	4.57e-06	1	42	4
lóqucar	loquear	ocr_confusion	0.0	2	42	2
cueros	cuervos	typo	2.45e-06	1	42	3
appoyada	apoyada	typo	5.13e-06	1	42	4
canáleto	canaleto	ocr_confusion	0.0	1	42	1
jugaroñ	jugaron	ocr_confusion	5.13e-06	1	42	4
estaríamos	estaríamos	identity	6.92e-06	0	42	4
hedlondo	hediondo	ocr_confusion	0.0	1	42	1
encosadurá	encosadura	ocr_confusion	0.0	1	42	0
rsleír	esleír	typo	0.0	1	42	1
hearls	hearts	ocr_confusion	8.32e-07	1	42	2
limaa	lima	typo	4.68e-05	1	42	4
triviatidad	trivialidad	ocr_confusion	0.0	1	42	0
acantaaleado	acantaleado	typo	0.0	1	42	1
ederezar	enderezar	typo	1e-06	1	42	3
trora	tora	typo	8.13e-07	1	42	2
silmenciario	silenciario	typo	0.0	1	42	1
paternoz	paternos	typo	6.61e-07	1	42	2
capadocio	capadocio	identity	0.0	0	42	1
infvndio	infundio	historical	0.0	1	42	1
pollaco	polaco	typo	6.76e-06	1	42	4
tuil	tuit	ocr_confusion	1.51e-05	1	42	4
mademojselle	mademoiselle	historical	5.89e-07	1	42	2
dejaremof	dejaremos	ocr_confusion	3.31e-06	1	42	4
domíñicos	dominicos	ocr_confusion	1.55e-06	2	42	3
oriilcro	orillero	ocr_confusion	0.0	2	42	1
lvnario	lunario	historical	0.0	1	42	0
cagre	catre	typo	5.5e-07	1	42	2
easter	easter	identity	6.17e-07	0	42	2
conhiadamente	confiadamente	historical	0.0	1	42	0
cateqauizar	catequizar	typo	0.0	1	42	0
indeseado	indeseado	identity	0.0	0	42	1
sostenjga	sostenga	typo	1.12e-06	1	42	3
bcnefició	benefició	ocr_confusion	1.35e-06	1	42	3
cduardo	eduardo	ocr_confusion	3.31e-05	1	42	4
cohenta	ochenta	typo	1.17e-05	2	42	4
narquismo	anarquismo	typo	2.09e-06	1	42	3
desnudasz	desnudas	typo	3.55e-06	1	42	4
consegüirló	conseguirlo	ocr_confusion	7.08e-06	2	42	4
sedimetnar	sedimentar	typo	0.0	2	42	0
terminoté	terminote	ocr_confusion	0.0	1	42	2
cnlortijar	entortijar	ocr_confusion	0.0	2	42	1
arthur	arthur	identity	1e-05	0	42	4
naftalcno	naftaleno	ocr_confusion	0.0	1	42	1
avánzamos	avanzamos	ocr_confusion	1.74e-06	1	42	3
graciablc	graciable	ocr_confusion	0.0	1	42	0
acfuarán	actuarán	ocr_confusion	8.13e-07	1	42	2
gambian	gambiano	typo	0.0	1	42	0
decoracioness	decoraciones	typo	2.24e-06	1	42	3
juts	juta	typo	0.0	1	42	1
remúñeraciónes	remuneraciones	ocr_confusion	2e-06	3	42	3
amotinamientoo	amotinamiento	typo	0.0	1	42	1
válió	valió	ocr_confusion	7.76e-06	1	42	4
mitocondiral	mitocondrial	typo	0.0	2	42	0
miñt	mint	ocr_confusion	8.91e-07	1	42	2
dabá	daba	ocr_confusion	4.07e-05	1	42	4
empvjados	empujados	historical	5.89e-07	1	42	2
pezueto	pezuelo	ocr_confusion	0.0	1	42	1
alquímioo	alquímico	ocr_confusion	0.0	1	42	1
ionjabar	jonjabar	historical	0.0	1	42	0
sortílégo	sortílego	ocr_confusion	0.0	1	42	0
rehündir	rehundir	ocr_confusion	0.0	1	42	1
podcásts	podcasts	ocr_confusion	1.26e-06	1	42	3
rond	ronda	typo	2.57e-05	1	42	4
review	review	identity	5.89e-06	0	42	4
ilimitadamente	ilimitadamente	identity	0.0	0	42	0
coljbacilosis	colibacilosis	historical	0.0	1	42	1
promúlgado	promulgado	ocr_confusion	1.07e-06	1	42	3
prujebes	pruebes	typo	9.77e-07	1	42	3
séxagésimo	sexagésimo	ocr_confusion	0.0	1	42	2
semjdormido	semidormido	historical	0.0	1	42	0
cfomprendía	comprendía	typo	2.51e-06	1	42	3
elúbes	clubes	ocr_confusion	1.35e-05	2	42	4
estuddiador	estudiador	typo	0.0	1	42	0
ilmaron	filmaron	typo	8.71e-07	1	42	2
cales	carles	typo	1.91e-06	1	42	3
fransñacionales	transnacionales	ocr_confusion	2.4e-06	2	42	3
titiritero	titiritero	identity	0.0	0	42	0
plantilíar	plantillar	ocr_confusion	0.0	1	42	1
corñisa	cornisa	ocr_confusion	1.32e-06	1	42	3
rastréádor	rastreador	ocr_confusion	6.76e-07	2	42	2
aoertador	acertador	ocr_confusion	0.0	1	42	2
poonen	oponen	typo	4.47e-06	2	42	4
incalmniable	incalumniable	typo	0.0	1	42	1
compungíás	compungías	ocr_confusion	0.0	1	42	0
diamaantista	diamantista	typo	0.0	1	42	1
pñasearse	pasearse	typo	5.62e-07	1	42	2
amados	amadnos	typo	0.0	1	42	0
háálito	hálito	typo	0.0	1	42	0
aquila	aquila	identity	5.75e-07	0	42	2
vamkos	vamos	typo	0.000309	1	42	4
posdilüviano	posdiluviano	ocr_confusion	0.0	1	42	0
pafiñar	patinar	ocr_confusion	1.2e-06	2	42	3
énarmonar	enarmonar	ocr_confusion	0.0	1	42	0
áproximadaménlc	aproximadamente	ocr_confusion	4.9e-05	4	42	4
floritvra	floritura	historical	0.0	1	42	1
bicnio	bienio	ocr_confusion	0.0	1	42	2
déséntono	desentono	ocr_confusion	0.0	2	42	1
empéñado	empeñado	ocr_confusion	1.38e-06	1	42	3
sélecto	selecto	ocr_confusion	1.91e-06	1	42	3
recorfes	recortes	ocr_confusion	1.05e-05	1	42	4
pulse	pulse	identity	1.95e-06	0	42	3
púsicron	pusieron	ocr_confusion	2.63e-05	2	42	4
enoiendé	enciende	ocr_confusion	5.37e-06	2	42	4
círcunoisión	circuncisión	ocr_confusion	1.02e-06	2	42	3
chewlas	chelas	typo	6.61e-07	1	42	2
fotitarío	solitario	ocr_confusion	1.38e-05	3	42	4
entieñdaf	entiendas	ocr_confusion	3.72e-06	2	42	4
reposard	reposar	typo	1.45e-06	1	42	3
towqer	tower	typo	1.35e-06	1	42	3
tampaa	tampa	typo	1.29e-06	1	42	3
engollaliento	engollamiento	typo	0.0	1	42	2
duraznjlla	duraznilla	historical	0.0	1	42	1
garqbatada	garabatada	typo	0.0	1	42	1
fgio	figo	typo	0.0	2	42	0
reportíftá	reportista	ocr_confusion	0.0	3	42	0
céstero	cestero	ocr_confusion	0.0	1	42	0
survvior	survivor	typo	1.05e-06	2	42	3
robibia	robinia	typo	0.0	1	42	0
maneo	manco	ocr_confusion	1.91e-06	1	42	3
flitrear	flirtear	typo	0.0	2	42	1
perforadorf	perforador	typo	0.0	1	42	1
judioo	judio	typo	1.15e-06	1	42	3
malesiccnoia	maleficencia	ocr_confusion	0.0	3	42	1
luohar	luchar	ocr_confusion	4.47e-05	1	42	4
nomlas	nomas	typo	1.32e-05	1	42	4
túiteros	tuiteros	ocr_confusion	2.51e-06	1	42	3
rufo	rudo	typo	2.63e-06	1	42	3
remüeve	remueve	ocr_confusion	8.32e-07	1	42	2
disciiplinario	disciplinario	typo	1.58e-06	1	42	3
stlokcr	sticker	ocr_confusion	6.46e-07	3	42	2
seeundar	fecundar	ocr_confusion	0.0	2	42	1
aleañzar	alcanzar	ocr_confusion	4.68e-05	2	42	4
convéén	convén	typo	0.0	1	42	2
picarazá	picaraza	ocr_confusion	0.0	1	42	1
girante	girante	identity	0.0	0	42	2
iridiscente	iridiscente	identity	0.0	0	42	0
rizzo	rizzo	identity	5.89e-07	0	42	2
balanzarko	balanzario	typo	0.0	1	42	1
monfana	montana	ocr_confusion	2.95e-06	1	42	4
desalascar	desatascar	ocr_confusion	0.0	1	42	0
reobb	robb	typo	6.76e-07	1	42	2
incompelencia	incompetencia	ocr_confusion	3.63e-06	1	42	4
prjscilianista	priscilianista	historical	0.0	1	42	0
hólgorio	holgorio	ocr_confusion	0.0	1	42	0
colaferal	colateral	ocr_confusion	1.95e-06	1	42	3
earroñero	carroñero	ocr_confusion	0.0	1	42	0
julienn	julien	typo	1.66e-06	1	42	3
bolcheviqve	bolchevique	historical	1.15e-06	1	42	3
deficiencia	deficiencia	identity	3.31e-06	0	42	4
cuidafe	cuidate	ocr_confusion	1.41e-06	1	42	3
ínfluencer	influencer	ocr_confusion	6.31e-07	1	42	2
divágación	divagación	ocr_confusion	0.0	1	42	0
llviana	liviana	ocr_confusion	1.38e-06	1	42	3
plantcos	planteos	ocr_confusion	5.89e-07	1	42	2
faena	faena	identity	2.51e-06	0	42	3
rvralmente	ruralmente	historical	0.0	1	42	1
sevdónimos	seudónimos	historical	7.24e-07	1	42	2
gustosámeñte	gustosamente	ocr_confusion	6.31e-07	2	42	2
ringlera	ringlera	identity	0.0	0	42	0
petfers	peters	typo	1.62e-06	1	42	3
tofalifarlo	totalitario	ocr_confusion	1.91e-06	3	42	3
detenermke	detenerme	typo	1.26e-06	1	42	3
alejáron	alejaron	ocr_confusion	7.24e-07	1	42	2
épazote	epazote	ocr_confusion	0.0	1	42	1
exíle	exile	ocr_confusion	5.5e-07	1	42	2
atrocfar	atrochar	historical	0.0	1	42	0
enconlrarían	encontrarían	ocr_confusion	1.23e-06	1	42	3
hircocevro	hircocervo	typo	0.0	2	42	0
chino	chino	identity	3.89e-05	0	42	4
tecñologías	tecnologías	ocr_confusion	2.75e-05	1	42	4
kaúfman	kaufman	ocr_confusion	6.76e-07	1	42	2
eleetrizar	electrizar	ocr_confusion	0.0	1	42	1
demorc	demore	ocr_confusion	7.08e-07	1	42	2
iluminaad	iluminada	typo	2e-06	2	42	3
catificár	calificar	ocr_confusion	4.9e-06	2	42	4
gauchos	gauchos	identity	1.1e-06	0	42	3
existía	existía	identity	1.7e-05	0	42	4
gyralda	giralda	historical	0.0	1	42	1
mogate	mogate	identity	0.0	0	42	1
hábidos	habidos	ocr_confusion	8.71e-07	1	42	2
eleelrizar	electrizar	ocr_confusion	0.0	2	42	0
kyts	kits	historical	1.26e-06	1	42	3
areñar	arenar	ocr_confusion	0.0	1	42	1
voie	voice	typo	2.63e-06	1	42	3
porqueri	porqueria	typo	1.12e-06	1	42	3
femorizar	temorizar	ocr_confusion	0.0	1	42	1
impetratorio	impetratorio	identity	0.0	0	42	2
rehuñdido	rehundido	ocr_confusion	0.0	1	42	1
mirr	mirra	typo	0.0	1	42	1
engeñdramientó	engendramiento	ocr_confusion	0.0	2	42	1
avetlanero	avellanero	ocr_confusion	0.0	1	42	0
naboso	baboso	typo	9.77e-07	1	42	3
eetalladas	detalladas	typo	2.04e-06	1	42	3
zarambeqe	zarambeque	typo	0.0	1	42	0
centeñarios	centenarios	ocr_confusion	6.17e-07	1	42	2
jnetada	jinetada	typo	0.0	1	42	0
mañdil	mandil	ocr_confusion	0.0	1	42	1
sutturar	suturar	typo	0.0	1	42	2
detüvo	detuvo	ocr_confusion	1.38e-05	1	42	4
arreciérais	arrecierais	ocr_confusion	0.0	1	42	1
coomprueba	comprueba	typo	5.5e-06	1	42	4
çollera	collera	historical	0.0	1	42	1
powma	poema	typo	2.04e-05	1	42	4
bombona	bombona	identity	0.0	0	42	0
repasfar	repastar	ocr_confusion	0.0	1	42	0
ohinos	chinos	ocr_confusion	2.34e-05	1	42	4
gesfear	gestear	ocr_confusion	0.0	1	42	1
iñtentó	intentó	ocr_confusion	2.34e-05	1	42	4
repíeto	repleto	ocr_confusion	3.24e-06	1	42	4
pjnchar	pinchar	historical	1.41e-06	1	42	3
patilmla	patilla	typo	5.89e-07	1	42	2
réputa	reputa	ocr_confusion	6.03e-07	1	42	2
príeto	prieto	ocr_confusion	5.62e-06	1	42	4
palestlno	palestino	ocr_confusion	4.57e-06	1	42	4
ahirtmar	ahirmar	typo	0.0	1	42	2
denticonejvno	denticonejuno	historical	0.0	1	42	1
migüel	miguel	ocr_confusion	7.08e-05	1	42	4
segúia	seguia	ocr_confusion	1.58e-06	1	42	3
dominleaná	dominicana	ocr_confusion	2.04e-05	3	42	4
versiln	version	typo	6.03e-06	1	42	4
émpujando	empujando	ocr_confusion	2.75e-06	1	42	3
domnicanos	dominicanos	typo	3.09e-06	1	42	4
contolador	controlador	typo	2.88e-06	1	42	4
frazo	trazo	ocr_confusion	1.95e-06	1	42	3
tengáiss	tengáis	typo	2.34e-06	1	42	3
amrmóreo	marmóreo	typo	0.0	2	42	0
paxa	paja	historical	2.4e-05	1	42	4
elámide	clámide	ocr_confusion	0.0	1	42	1
fanor	tanor	ocr_confusion	0.0	1	42	0
rcbañar	rebañar	ocr_confusion	0.0	1	42	0
vlvida	vivida	ocr_confusion	1.78e-06	1	42	3
álargando	alargando	ocr_confusion	5.62e-07	1	42	2
abír	abrí	typo	5.37e-06	2	42	4
confrabraza	contrabraza	ocr_confusion	0.0	1	42	0
granjás	granjas	ocr_confusion	4.27e-06	1	42	4
sríolera	friolera	ocr_confusion	0.0	2	42	1
perdería	perdería	identity	3.39e-06	0	42	4
entrevérár	entreverar	ocr_confusion	0.0	2	42	0
orqüeslada	orquestada	ocr_confusion	7.08e-07	2	42	2
alemania	alemania	identity	6.17e-05	0	42	4
andaros	andarnos	typo	0.0	1	42	2
zancado	zancado	identity	0.0	0	42	1
crina	crinar	typo	0.0	1	42	0
iauro	lauro	ocr_confusion	7.76e-07	1	42	2
disvriminador	discriminador	typo	0.0	1	42	0
cainllas	canillas	typo	5.5e-07	2	42	2
implantación	implantación	identity	5.75e-06	0	42	4
discreciónn	discreción	typo	4.47e-06	1	42	4
fusioñef	fusiones	ocr_confusion	1.02e-06	2	42	3
refyero	refiero	historical	2.24e-05	1	42	4
sáxófono	saxófono	ocr_confusion	0.0	1	42	1
aeusa	acusa	ocr_confusion	1.05e-05	1	42	4
regícidio	regicidio	ocr_confusion	0.0	1	42	0
esquazar	esguazar	historical	0.0	1	42	1
eucarsitía	eucaristía	typo	2e-06	2	42	3
expugnable	expugnable	identity	0.0	0	42	1
eafalanas	catalanas	ocr_confusion	2.4e-06	2	42	3
esçarchar	escarchar	historical	0.0	1	42	1
tortoljto	tortolito	historical	0.0	1	42	0
parlamcnt	parlament	ocr_confusion	1.23e-06	1	42	3
declraa	declara	typo	1.74e-05	2	42	4
arrecyfes	arrecifes	historical	1.95e-06	1	42	3
estriñque	estrinque	ocr_confusion	0.0	1	42	0
pozole	pozole	identity	7.94e-07	0	42	2
riial	rial	typo	1.74e-06	1	42	3
bísabuelo	bisabuelo	ocr_confusion	1.62e-06	1	42	3
plugin	plugin	identity	5.75e-07	0	42	2
alaciár	alaciar	ocr_confusion	0.0	1	42	0
