input	target	source_rule	freq	edit_count	seed
denlada	dentada	ocr_confusion	0.0	1	42
nadadera	nadadera	identity	0.0	0	42
eexcogitar	excogitar	typo	0.0	1	42
embobecjmiento	embobecimiento	historical	0.0	1	42
asentamientos	asentamientos	identity	5.37e-06	0	42
pyde	pide	historical	5.75e-05	1	42
cára	cara	ocr_confusion	0.000186	1	42
exagheran	exageran	typo	7.24e-07	1	42
tewet	tweet	typo	7.08e-06	2	42
dormilorió	dormitorio	ocr_confusion	9.12e-06	2	42
zablaeta	zabaleta	typo	6.31e-07	2	42
mjes	mies	historical	8.91e-07	1	42
gúrrufero	gurrufero	ocr_confusion	0.0	1	42
résistirmé	resistirme	ocr_confusion	6.17e-07	2	42
teçnica	tecnica	historical	2e-06	1	42
ámarre	amarre	ocr_confusion	7.41e-07	1	42
transitar	transitar	identity	2.29e-06	0	42
bruscó	brusco	ocr_confusion	1.95e-06	1	42
heazvy	heavy	typo	5.37e-06	1	42
cipresino	cipresino	identity	0.0	0	42
pewrno	perno	typo	0.0	1	42
vfacia	vacia	typo	9.77e-07	1	42
tcodora	teodora	ocr_confusion	5.89e-07	1	42
perxurio	perjurio	historical	0.0	1	42
cañamóón	cañamón	typo	0.0	1	42
encendoó	encendió	typo	2.95e-06	1	42
cutidéro	cutidero	ocr_confusion	0.0	1	42
cadidata	candidata	typo	1.02e-05	1	42
bolszón	bolsón	typo	1.1e-06	1	42
sacanaboo	sacanabo	typo	0.0	1	42
gatitá	gatita	ocr_confusion	1.7e-06	1	42
oryentan	orientan	historical	8.51e-07	1	42
indeterminadoo	indeterminado	typo	1.74e-06	1	42
záhena	zahena	ocr_confusion	0.0	1	42
párca	parca	ocr_confusion	5.5e-07	1	42
accnder	acender	ocr_confusion	0.0	1	42
tmaariz	tamariz	typo	0.0	2	42
ttelevisado	televisado	typo	8.32e-07	1	42
opús	opus	ocr_confusion	3.16e-06	1	42
gravitacionaimeñle	gravitacionalmente	ocr_confusion	0.0	3	42
salvárla	salvarla	ocr_confusion	1.2e-06	1	42
sudsudeste	sudsudeste	identity	0.0	0	42
pccánle	pecante	ocr_confusion	0.0	3	42
basabaan	basaban	typo	5.89e-07	1	42
fupermasivo	supermasivo	ocr_confusion	0.0	1	42
beho	befo	historical	0.0	1	42
moderadamente	moderadamente	identity	1.45e-06	0	42
perderla	perderla	identity	1.74e-06	0	42
baraealdo	baracaldo	ocr_confusion	0.0	1	42
fublntrante	subintrante	ocr_confusion	0.0	2	42
manúfacturero	manufacturero	ocr_confusion	0.0	1	42
leioma	leima	typo	0.0	1	42
oluidarte	olvidarte	historical	2e-06	1	42
aüfonomía	autonomía	ocr_confusion	2.19e-05	2	42
pópelina	popelina	ocr_confusion	0.0	1	42
vedamicnlo	vedamiento	ocr_confusion	0.0	2	42
úntnele	úntenle	typo	0.0	2	42
abúrar	aburar	ocr_confusion	0.0	1	42
hjgiene	higiene	historical	9.77e-06	1	42
boteltón	botellón	ocr_confusion	0.0	1	42
aduló	adulón	typo	0.0	1	42
faucés	fauces	ocr_confusion	0.0	1	42
probabilísta	probabilista	ocr_confusion	0.0	1	42
ddentario	dentario	typo	0.0	1	42
códelco	codelco	ocr_confusion	9.33e-07	1	42
friución	fruición	typo	0.0	2	42
entreeruzár	entrecruzar	ocr_confusion	0.0	2	42
rvelados	revelados	typo	9.55e-07	1	42
pínchudo	pinchudo	ocr_confusion	0.0	1	42
gnozalo	gonzalo	typo	1.38e-05	2	42
patrímonial	patrimonial	ocr_confusion	3.39e-06	1	42
cabayada	caballada	historical	0.0	2	42
réeibiríán	recibirían	ocr_confusion	8.91e-07	3	42
reméras	remeras	ocr_confusion	1.32e-06	1	42
propiçiado	propiciado	historical	1.32e-06	1	42
ppacay	pacay	typo	0.0	1	42
deliciosas	deliciosas	identity	2.04e-06	0	42
hiañte	hiante	ocr_confusion	0.0	1	42
llárena	llarena	ocr_confusion	5.75e-07	1	42
yndiquen	indiquen	historical	8.13e-07	1	42
lmpugnativo	impugnativo	ocr_confusion	0.0	1	42
enebrína	enebrina	ocr_confusion	0.0	1	42
batallass	batallas	typo	1.2e-05	1	42
desparpajar	desparpajar	identity	0.0	0	42
çallao	callao	historical	5.25e-06	1	42
reafa	reata	ocr_confusion	0.0	1	42
woods	woods	identity	1.91e-06	0	42
patrios	patrios	identity	1.02e-06	0	42
anjquilamiento	aniquilamiento	historical	0.0	1	42
ohicinista	oficinista	historical	6.31e-07	1	42
previo	previo	identity	2.24e-05	0	42
tapiado	tapiado	identity	0.0	0	42
marconigrama	marconigrama	identity	0.0	0	42
comedtí	cometí	typo	1.32e-06	1	42
ganaderdas	ganaderas	typo	1e-06	1	42
adenlros	adentros	ocr_confusion	5.89e-07	1	42
activisfas	activistas	ocr_confusion	8.71e-06	1	42
psvorida	pavorida	typo	0.0	1	42
reemplasar	reemplazar	historical	9.33e-06	1	42
enjertár	enjertar	ocr_confusion	0.0	1	42
arohiduqúe	archiduque	ocr_confusion	1.2e-06	2	42
lranquilizante	tranquilizante	ocr_confusion	0.0	1	42
sarracéno	sarraceno	ocr_confusion	0.0	1	42
himénóptcro	himenóptero	ocr_confusion	0.0	2	42
rést	rest	ocr_confusion	1.17e-06	1	42
triiar	triar	typo	0.0	1	42
aspergeear	aspergear	typo	0.0	1	42
impérativo	imperativo	ocr_confusion	3.16e-06	1	42
plomáda	plomada	ocr_confusion	0.0	1	42
luhthansa	lufthansa	historical	5.75e-07	1	42
engoiar	engolar	ocr_confusion	0.0	1	42
tobregüecer	lobreguecer	ocr_confusion	0.0	2	42
vuels	vuelos	typo	1.55e-05	1	42
asvmió	asumió	historical	7.59e-06	1	42
lennoin	lennon	typo	2.14e-06	1	42
intentaríá	intentaría	ocr_confusion	1.26e-06	1	42
muñición	munición	ocr_confusion	3.98e-06	1	42
cynética	cinética	historical	8.71e-07	1	42
tremolr	tremolar	typo	0.0	1	42
costura	costura	identity	2.45e-06	0	42
weston	weston	identity	7.94e-07	0	42
ençalletrar	encalletrar	historical	0.0	1	42
conségüirte	conseguirte	ocr_confusion	5.62e-07	2	42
mmosa	mimosa	typo	6.61e-07	1	42
maslrañzo	mastranzo	ocr_confusion	0.0	2	42
abiertof	abiertos	ocr_confusion	1.91e-05	1	42
gnosticissmo	gnosticismo	typo	0.0	1	42
adenlros	adentros	ocr_confusion	5.89e-07	1	42
polémjcas	polémicas	historical	4.17e-06	1	42
ljgeras	ligeras	historical	3.72e-06	1	42
berga	berga	identity	8.13e-07	0	42
digesfión	digestión	ocr_confusion	1.91e-06	1	42
doçe	doce	historical	2.95e-05	1	42
cosmolgoía	cosmología	typo	0.0	2	42
ábefe	ábese	ocr_confusion	0.0	1	42
rodar	rodar	identity	4.9e-06	0	42
coppela	copela	typo	0.0	1	42
ahachar	agachar	typo	0.0	1	42
consumidá	consumida	ocr_confusion	1.38e-06	1	42
oonvénlo	convento	ocr_confusion	1.45e-05	3	42
bizcuyerno	bizcuerno	typo	0.0	1	42
jophnson	johnson	typo	1.1e-05	1	42
monlante	montante	ocr_confusion	0.0	1	42
friisón	frisón	typo	0.0	1	42
lendeera	lendrera	typo	0.0	1	42
çotopaxi	cotopaxi	historical	6.92e-07	1	42
picadurz	picadura	typo	1.12e-06	1	42
séer	seer	ocr_confusion	0.0	1	42
azzarandar	azarandar	typo	0.0	1	42
hermeicidad	hermeticidad	typo	0.0	1	42
rcnovador	renovador	ocr_confusion	1.66e-06	1	42
borricada	borricada	identity	0.0	0	42
alojamiéntof	alojamientos	ocr_confusion	1.58e-06	2	42
cabañil	cabañil	identity	0.0	0	42
pirronianno	pirroniano	typo	0.0	1	42
cerézo	cerezo	ocr_confusion	1.78e-06	1	42
lérmiños	términos	ocr_confusion	6.76e-05	2	42
daça	daca	historical	9.33e-07	1	42
rextorado	rectorado	typo	9.33e-07	1	42
georgia	georgina	typo	1.1e-06	1	42
decsritos	descritos	typo	3.16e-06	2	42
almjbarar	almibarar	historical	0.0	1	42
connstitucionalismo	constitucionalismo	typo	7.59e-07	1	42
delimítador	delimitador	ocr_confusion	0.0	1	42
oubren	cubren	ocr_confusion	7.24e-06	1	42
mochilas	mochilas	identity	2.09e-06	0	42
ádaptada	adaptada	ocr_confusion	3.02e-06	1	42
inxigente	indigente	typo	1.48e-06	1	42
bovedlla	bovedilla	typo	0.0	1	42
petéquial	petequial	ocr_confusion	0.0	1	42
pisasffalto	pisasfalto	typo	0.0	1	42
valroar	valorar	typo	1.07e-05	2	42
émpleaba	empleaba	ocr_confusion	1.1e-06	1	42
ángie	angie	ocr_confusion	3.09e-06	1	42
ábandonar	abandonar	ocr_confusion	2.63e-05	1	42
elimlnar	eliminar	ocr_confusion	3.39e-05	1	42
pautar	pautar	identity	0.0	0	42
gpurmet	gourmet	typo	2.19e-06	1	42
exposieión	exposición	ocr_confusion	4.47e-05	1	42
prevcntivo	preventivo	ocr_confusion	2.09e-06	1	42
diseulpan	disculpan	ocr_confusion	6.03e-07	1	42
sóoccr	soccer	ocr_confusion	2.4e-06	2	42
khálifa	khalifa	ocr_confusion	1.7e-06	1	42
acabadór	acabador	ocr_confusion	0.0	1	42
desuentos	descuentos	typo	8.13e-06	1	42
ogne	gone	typo	8.91e-07	2	42
manifiestej	manifiesten	typo	6.92e-07	1	42
eñrafár	enrafar	ocr_confusion	0.0	2	42
bbailío	bailío	typo	0.0	1	42
dormitorió	dormitorio	ocr_confusion	9.12e-06	1	42
magújo	magujo	ocr_confusion	0.0	1	42
tipma	timpa	typo	0.0	2	42
fropéi	tropel	ocr_confusion	0.0	3	42
pcpitas	pepitas	ocr_confusion	6.46e-07	1	42
sorteadorr	sorteador	typo	0.0	1	42
pinaoforte	pianoforte	typo	0.0	2	42
prcparatoría	preparatoria	ocr_confusion	4.79e-06	2	42
poqueddad	poquedad	typo	0.0	1	42
ellfo	elfo	typo	1.02e-06	1	42
garraha	garrafa	historical	0.0	1	42
pasárlo	pasarlo	ocr_confusion	4.07e-06	1	42
safánida	sasánida	ocr_confusion	0.0	1	42
pavoo	pavo	typo	4.57e-06	1	42
pertynazmente	pertinazmente	historical	0.0	1	42
errántés	errantes	ocr_confusion	6.31e-07	2	42
burrajear	burrajear	identity	0.0	0	42
oois	lois	typo	1.91e-06	1	42
qvemador	quemador	historical	0.0	1	42
aevrías	averías	typo	1.07e-06	2	42
bombear	bombear	identity	6.76e-07	0	42
viracoeha	viracocha	ocr_confusion	0.0	1	42
termnal	termal	typo	7.24e-07	1	42
eupepsía	eupepsia	ocr_confusion	0.0	1	42
resplandor	resplandor	identity	2.09e-06	0	42
proclamarsé	proclamarse	ocr_confusion	6.03e-07	1	42
cconfía	confía	typo	1.1e-05	1	42
embraqgar	embragar	typo	0.0	1	42
jactanciosamenle	jactanciosamente	ocr_confusion	0.0	1	42
chmpla	cumpla	typo	1.17e-05	1	42
agnación	agnación	identity	0.0	0	42
intndencias	intendencias	typo	6.03e-07	1	42
atae	atrae	typo	9.55e-06	1	42
irlañdcsa	irlandesa	ocr_confusion	2.04e-06	2	42
repparó	reparó	typo	5.75e-07	1	42
poblaado	poblado	typo	9.33e-06	1	42
basija	vasija	historical	1.02e-06	1	42
pakistañí	pakistaní	ocr_confusion	7.94e-07	1	42
legalmenlé	legalmente	ocr_confusion	1.48e-05	2	42
lavs	lavas	typo	1.29e-06	1	42
eméticco	emético	typo	0.0	1	42
embolado	embolado	identity	0.0	0	42
chicharrón	chicharrón	identity	7.41e-07	0	42
moseareta	moscareta	ocr_confusion	0.0	1	42
calcetnes	calcetines	typo	3.24e-06	1	42
asiistimos	asistimos	typo	1.32e-06	1	42
resjstentes	resistentes	historical	3.63e-06	1	42
empeelotar	empelotar	typo	0.0	1	42
reeoñstrucción	reconstrucción	ocr_confusion	1.38e-05	2	42
repétlrá	repetirá	ocr_confusion	1.17e-06	2	42
rectificatiuo	rectificativo	historical	0.0	1	42
disociar	disociar	identity	0.0	0	42
alquial	alquila	typo	1.91e-06	2	42
leamos	leamos	identity	6.61e-07	0	42
esttos	estos	typo	0.000589	1	42
escrytores	escritores	historical	3.02e-05	1	42
llenddo	llendo	typo	1.32e-06	1	42
chjstes	chistes	historical	1.32e-05	1	42
amíbo	amibo	ocr_confusion	0.0	1	42
úmbroso	umbroso	ocr_confusion	0.0	1	42
rial	rial	identity	1.74e-06	0	42
iniclar	iniciar	ocr_confusion	2.45e-05	1	42
ergotisfa	ergotista	ocr_confusion	0.0	1	42
actuarja	actuaria	historical	0.0	1	42
briosamente	briosamente	identity	0.0	0	42
çonformemente	conformemente	historical	0.0	1	42
sufiio	sufijo	historical	1.2e-06	1	42
hypótesis	hipótesis	historical	1.45e-05	1	42
involuerado	involucrado	ocr_confusion	1.07e-05	1	42
manniñg	manning	ocr_confusion	1.7e-06	1	42
inri	inri	identity	0.0	0	42
algoritmó	algoritmo	ocr_confusion	4.07e-06	1	42
pyzzería	pizzería	historical	1.26e-06	1	42
renglones	renglones	identity	8.51e-07	0	42
mañdoble	mandoble	ocr_confusion	0.0	1	42
setas	zetas	historical	1.07e-06	1	42
reñtista	rentista	ocr_confusion	0.0	1	42
pescaods	pescados	typo	2.69e-06	2	42
bonnie	bonnie	identity	1.95e-06	0	42
solyera	soliera	historical	0.0	1	42
estaréjs	estaréis	historical	6.31e-07	1	42
estremeeedor	estremecedor	ocr_confusion	0.0	1	42
tufar	fufar	ocr_confusion	0.0	1	42
dependíera	dependiera	ocr_confusion	7.94e-07	1	42
jurídioa	jurídica	ocr_confusion	1.62e-05	1	42
cvidénció	evidenció	ocr_confusion	8.13e-07	2	42
dcsliz	desliz	ocr_confusion	9.33e-07	1	42
bürdeles	burdeles	ocr_confusion	9.33e-07	1	42
escamchear	escamochear	typo	0.0	1	42
tjranía	tiranía	historical	4.9e-06	1	42
añsiosos	ansiosos	ocr_confusion	2.45e-06	1	42
boomerahg	boomerang	typo	9.55e-07	1	42
tirajána	tirajana	ocr_confusion	0.0	1	42
inhernales	infernales	historical	7.08e-07	1	42
curopa	europa	ocr_confusion	0.000132	1	42
inieié	inicié	ocr_confusion	1.02e-06	1	42
willow	willow	identity	9.33e-07	0	42
bajóñ	bajón	ocr_confusion	3.31e-06	1	42
piquítuerto	piquituerto	ocr_confusion	0.0	1	42
huíañ	huían	ocr_confusion	1.12e-06	1	42
reopllo	repollo	typo	9.55e-07	2	42
perplejo	perplejo	identity	1.23e-06	0	42
inexisténtcf	inexistentes	ocr_confusion	1.91e-06	3	42
efusivamentte	efusivamente	typo	0.0	1	42
azoemi	azoemia	typo	0.0	1	42
helfinki	helsinki	ocr_confusion	1.58e-06	1	42
protefto	protesto	ocr_confusion	1.29e-06	1	42
esacribirte	escribirte	typo	6.61e-07	1	42
çaráis	caráis	historical	0.0	1	42
eníechar	enlechar	ocr_confusion	0.0	1	42
aznduviere	anduviere	typo	0.0	1	42
oardo	cardo	ocr_confusion	7.08e-07	1	42
fantaseaodr	fantaseador	typo	0.0	2	42
desgasnatar	desgaznatar	historical	0.0	1	42
enjcomendar	encomendar	typo	0.0	1	42
acomodaticío	acomodaticio	ocr_confusion	0.0	1	42
jarcja	jarcia	historical	0.0	1	42
entramipllar	entrampillar	typo	0.0	2	42
eoncerniendo	concerniendo	ocr_confusion	0.0	1	42
vüestra	vuestra	ocr_confusion	2.88e-05	1	42
llorcdo	lloredo	ocr_confusion	0.0	1	42
visualizaciones	visualizaciones	identity	9.12e-07	0	42
palitoque	palitoque	identity	0.0	0	42
presenciaíes	presenciales	ocr_confusion	2.24e-06	1	42
prescntarla	presentarla	ocr_confusion	9.55e-07	1	42
desconexión	desconexión	identity	1.62e-06	0	42
snyderr	snyder	typo	8.71e-07	1	42
embarardor	embarrador	typo	0.0	2	42
çinematográfico	cinematográfico	historical	3.02e-06	1	42
warf	wars	ocr_confusion	6.31e-06	1	42
calenturicntamente	calenturientamente	ocr_confusion	0.0	1	42
veñete	velete	typo	0.0	1	42
roca	roza	historical	2e-06	1	42
pimpolllo	pimpollo	typo	0.0	1	42
salmistá	salmista	ocr_confusion	0.0	1	42
enoargara	encargara	ocr_confusion	7.41e-07	1	42
raímundó	raimundo	ocr_confusion	1.95e-06	2	42
jnstalar	instalar	historical	1.26e-05	1	42
cücá	cuca	ocr_confusion	8.71e-07	2	42
sarraspia	sarrapia	typo	0.0	1	42
bribopnear	bribonear	typo	0.0	1	42
febrilmcnle	febrilmente	ocr_confusion	0.0	2	42
instaláda	instalada	ocr_confusion	4.9e-06	1	42
podríaoms	podríamos	typo	2.69e-05	2	42
lóme	tome	ocr_confusion	2.75e-05	2	42
hífca	hisca	ocr_confusion	0.0	2	42
gimoetar	gimotear	typo	0.0	2	42
arúspice	arúspice	identity	0.0	0	42
bjsbisar	bisbisar	historical	0.0	1	42
eaido	caido	ocr_confusion	3.16e-06	1	42
partimos	partimos	identity	2.19e-06	0	42
augita	augita	identity	0.0	0	42
mofs	moss	ocr_confusion	1.35e-06	1	42
traognear	tragonear	typo	0.0	2	42
latroeinar	latrocinar	ocr_confusion	0.0	1	42
fhanks	thanks	ocr_confusion	1.1e-06	1	42
áñdiniftá	andinista	ocr_confusion	0.0	4	42
brr	barr	typo	5.75e-07	1	42
festüdo	testudo	ocr_confusion	0.0	2	42
chisporrotear	chisporrotear	identity	0.0	0	42
obsequiksidad	obsequiosidad	typo	0.0	1	42
laestrías	maestrías	typo	9.33e-07	1	42
perenñzar	perennizar	historical	0.0	2	42
breveté	brevete	ocr_confusion	0.0	1	42
entrabar	entrabar	identity	0.0	0	42
íatastro	latastro	ocr_confusion	0.0	1	42
entendían	entendían	identity	1.26e-06	0	42
asllar	sallar	typo	0.0	2	42
triduáno	triduano	ocr_confusion	0.0	1	42
intenso	intenso	identity	1.51e-05	0	42
fespullar	despullar	typo	0.0	1	42
ñavega	navega	ocr_confusion	1.26e-06	1	42
hampeseo	hampesco	ocr_confusion	0.0	1	42
cultas	cultas	identity	5.75e-07	0	42
hermosüra	hermosura	ocr_confusion	2.69e-06	1	42
eep	deep	typo	2.82e-06	1	42
estépario	estepario	ocr_confusion	0.0	1	42
vagucar	vaguear	ocr_confusion	0.0	1	42
iagartado	lagartado	ocr_confusion	0.0	1	42
püño	puno	ocr_confusion	2.82e-06	2	42
anticobceptivos	anticonceptivos	typo	2.45e-06	1	42
macár	macar	ocr_confusion	0.0	1	42
ñemeo	nemeo	ocr_confusion	0.0	1	42
lravesfismo	travestismo	ocr_confusion	0.0	2	42
aranceario	arancelario	typo	0.0	1	42
recúsabie	recusable	ocr_confusion	0.0	2	42
bistes	vistes	historical	1.1e-06	1	42
tautcó	tauteo	ocr_confusion	0.0	2	42
congréganle	congregante	ocr_confusion	0.0	2	42
selfie	selfie	identity	2.57e-06	0	42
lñavazas	lavazas	typo	0.0	1	42
çanaán	canaán	historical	0.0	1	42
inquinaar	inquinar	typo	0.0	1	42
dvplado	duplado	historical	0.0	1	42
insatishacción	insatisfacción	historical	1.51e-06	1	42
omnipoleñtemente	omnipotentemente	ocr_confusion	0.0	2	42
segadá	segada	ocr_confusion	0.0	1	42
pordido	podrido	typo	4.07e-06	2	42
esculeas	escuelas	typo	6.17e-05	2	42
urquijk	urquijo	typo	6.92e-07	1	42
uajo	cuajo	typo	6.61e-07	1	42
calipso	calipso	identity	5.62e-07	0	42
súbjefe	subjefe	ocr_confusion	6.92e-07	1	42
incoñscieñté	inconsciente	ocr_confusion	8.51e-06	3	42
sanetista	sainetista	typo	0.0	1	42
pobreçita	pobrecita	historical	1.62e-06	1	42
alícantina	alicantina	ocr_confusion	0.0	1	42
apresádo	apresado	ocr_confusion	1.38e-06	1	42
enfruejo	entruejo	ocr_confusion	0.0	1	42
buhild	build	typo	1.05e-06	1	42
choricerá	choricera	ocr_confusion	0.0	1	42
dragado	dragado	identity	6.31e-07	0	42
separanros	separarnos	typo	1.2e-06	2	42
salvarló	salvarlo	ocr_confusion	1.35e-06	1	42
mantequillerto	mantequillero	typo	0.0	1	42
fautor	fautor	identity	0.0	0	42
oüfloók	outlook	ocr_confusion	6.76e-07	3	42
plañeando	planeando	ocr_confusion	6.17e-06	1	42
encarada	encargada	typo	9.55e-06	1	42
ervolutivo	evolutivo	typo	1.74e-06	1	42
andorrear	andorrear	identity	0.0	0	42
fónico	fónico	identity	0.0	0	42
dovc	dove	ocr_confusion	7.41e-07	1	42
leñoso	leñoso	identity	0.0	0	42
verificada	verificada	identity	1.66e-06	0	42
caritero	cabritero	typo	0.0	1	42
cnrasamiento	enrasamiento	ocr_confusion	0.0	1	42
caútivo	cautivo	ocr_confusion	2e-06	1	42
colgarfe	colgarse	ocr_confusion	6.76e-07	1	42
gradqs	gradas	typo	2.69e-06	1	42
moltúrar	molturar	ocr_confusion	0.0	1	42
hendiimiento	hendimiento	typo	0.0	1	42
ouliao	culiao	ocr_confusion	1.26e-06	1	42
defepcionante	decepcionante	typo	3.09e-06	1	42
longo	tongo	ocr_confusion	7.24e-07	1	42
trábadura	trabadura	ocr_confusion	0.0	1	42
sobréxcitar	sobrexcitar	ocr_confusion	0.0	1	42
chámo	chamo	ocr_confusion	1.51e-06	1	42
desalbardar	desalbardar	identity	0.0	0	42
dcja	deja	ocr_confusion	0.00017	1	42
fadlas	faldas	typo	4.27e-06	2	42
parapctár	parapetar	ocr_confusion	0.0	2	42
negándosse	negándose	typo	1.1e-06	1	42
egnerador	generador	typo	5.62e-06	2	42
chhanquete	chanquete	typo	0.0	1	42
onteiente	onteniente	typo	0.0	1	42
acfuaban	actuaban	ocr_confusion	1.32e-06	1	42
transmilenio	transmilenio	identity	9.55e-07	0	42
nonagesimosexto	nonagesimosexto	identity	0.0	0	42
publicada	publicada	identity	3.02e-05	0	42
titulillo	titulillo	identity	0.0	0	42
desandad	desandad	identity	0.0	0	42
enfrentándo	enfrentando	ocr_confusion	2.75e-06	1	42
crécédero	crecedero	ocr_confusion	0.0	2	42
çontera	contera	historical	0.0	1	42
pástero	pastero	ocr_confusion	0.0	1	42
jerigónza	jerigonza	ocr_confusion	0.0	1	42
efcandaílo	escandallo	ocr_confusion	0.0	2	42
agudeza	agudeza	identity	1.02e-06	0	42
heterodojo	heterodoxo	historical	0.0	1	42
aplausps	aplausos	typo	8.32e-06	1	42
cñtortijar	entortijar	ocr_confusion	0.0	2	42
pilastrq	pilastra	typo	0.0	1	42
veintidós	veintidós	identity	1.86e-06	0	42
procedimientos	procedimientos	identity	2.29e-05	0	42
tulipán	tulipán	identity	0.0	0	42
uariz	variz	historical	0.0	1	42
falséo	falseo	ocr_confusion	0.0	1	42
elegañté	elegante	ocr_confusion	1.35e-05	2	42
lectorás	lectoras	ocr_confusion	6.17e-07	1	42
conchero	conchero	identity	0.0	0	42
mof	mofa	typo	9.55e-07	1	42
réporlaroñ	reportaron	ocr_confusion	2.45e-06	3	42
clandestina	clandestina	identity	2.75e-06	0	42
homógenizar	homogenizar	ocr_confusion	0.0	1	42
abuéla	abuela	ocr_confusion	4.07e-05	1	42
íñvetérado	inveterado	ocr_confusion	0.0	3	42
désocupación	desocupación	ocr_confusion	1.23e-06	1	42
dominleaná	dominicana	ocr_confusion	2.04e-05	3	42
bráquioéfaio	braquicéfalo	ocr_confusion	0.0	3	42
salvadoreno	salvadoreño	historical	2.4e-06	1	42
naranjada	naranjada	identity	0.0	0	42
protéstañdo	protestando	ocr_confusion	2.69e-06	2	42
ejeroíañ	ejercían	ocr_confusion	7.08e-07	2	42
uerdinal	verdinal	historical	0.0	1	42
aldino	aldino	identity	0.0	0	42
regíménef	regímenes	ocr_confusion	6.61e-06	2	42
ehen	chen	ocr_confusion	4.79e-06	1	42
deslindaqr	deslindar	typo	0.0	1	42
erujieñte	crujiente	ocr_confusion	1.26e-06	2	42
vqselina	vaselina	typo	1.1e-06	1	42
reoosan	reposan	typo	6.92e-07	1	42
pico	picor	typo	0.0	1	42
fitnesss	fitness	typo	2.75e-06	1	42
rubiundo	rubicundo	typo	0.0	1	42
reriteración	reiteración	typo	5.89e-07	1	42
arrogaantes	arrogantes	typo	1.02e-06	1	42
presionaron	presionaron	identity	6.17e-07	0	42
emiíio	emilio	ocr_confusion	1.29e-05	1	42
yrresponsable	irresponsable	historical	5.62e-06	1	42
pvlpa	pulpa	historical	2.24e-06	1	42
meloncete	meloncete	identity	0.0	0	42
malcasado	malcasado	identity	0.0	0	42
filtarron	filtraron	typo	6.03e-07	2	42
enoargara	encargara	ocr_confusion	7.41e-07	1	42
dannll	danny	historical	5.75e-06	2	42
rcpróducidá	reproducida	ocr_confusion	1.12e-06	3	42
resfingár	restingar	ocr_confusion	0.0	2	42
facjales	faciales	historical	1.82e-06	1	42
hóbbes	hobbes	ocr_confusion	8.91e-07	1	42
cucstione	cuestione	ocr_confusion	7.94e-07	1	42
